,TPP Active 5th August 2019-6:15 PM,Current Course,College Name,Matric Percentage (Xth),Matric Year of Passing,Matric BOARD,XII Percentage %,Best of XII or Diploma,XIIth Stream,XII : Year of Passing,XII Board,Diploma %,Diploma : Branch,Diploma : Passing Year,Diploma : College Name & City,Diploma : Board,CGPA Till 6th Sem -20-July-2019,Backlogs,Graduation : Year of Passing,Graduation : Course,Graduation : Stream,Graduation : College,Graduation : University Name,PG CGPA till 2nd Sem - 31 May 2019,Backlogs.1,State,Catagory,Gender,Details Of Additional Course/certification,"Experience (if Any), Company Name","Experience (if Any), Designation","Experience (if Any), Salary (per Year [lpa])","Experience (if Any), Duration Of Work (years Or Months)",Training Done At (write Company/institute Name),Training Location (city),Duration,Project Title (during 6 Week/1-2 Months),Project Software/language Name,BEST of E,BEST of Q,BEST of L,BEST of Write-X,BEST of CP,BEST of Domain,BEST of Automata,AGE,Company Name,Package From (in LPA),Package To (in LPA),Status
324,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,69.4,69.4,Non - Medical,2016,CBSE,,,,,,7.98,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Networking Certification,,,,,A2it,Mohali,Six Weeks,Wan Design For Multiple Location With Security,Networking,710,770,565,540,525,623,34,22,Wipro,3.5,3.5,On Campus
325,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,66,66,Non - Medical,2015,CBSE,,,,,,7.06,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,Network Security,Na,Na,Na,Na,Na,Na,,Na,Na,605,490,530,540,475,377,0,24,GlobusÿEight India Pvt. Ltd,3.08,3.51,On Campus
326,Yes,B.E - CSE,University Institute of Engineering (UIE),78.5,2012,Nagaland board of school education,64.4,64.4,Non - Medical with Biology,2014,Nagaland board of school education,,,,,,6.97,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Nagaland,General,Male,,,,,,Cyber Defense Intelligence ,Mohali,Six Weeks,Developing Secured Website And Cyber Security And Finding Vulnerabilities In Various Websites,"Html, Css, Php, Bash",640,505,470,720,405,408,0,25,Cognizant,3,3,On Campus
327,Yes,B.E - CSE,University Institute of Engineering (UIE),71.2,2014,J&K State Board of School Education,75.6,75.6,Non - Medical,2016,J&K State Board of School Education,,,,,,7.34,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,SC,Male,,,,,,Iac Software Solutions,Srinagar,Six Weeks,News Fetcher,Android,580,635,605,540,485,531,48,23,Capgemini,3.8,3.8,On Campus
328,Yes,B.E - CSE,University Institute of Engineering (UIE),71.2,2014,J&K State Board of School Education,75.6,75.6,Non - Medical,2016,J&K State Board of School Education,,,,,,7.34,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,SC,Male,,,,,,Iac Software Solutions,Srinagar,Six Weeks,News Fetcher,Android,580,635,605,540,485,531,48,23,Mindtree,3.5,3.5,On Campus
329,Yes,B.E - CSE,University Institute of Engineering (UIE),71.2,2014,J&K State Board of School Education,75.6,75.6,Non - Medical,2016,J&K State Board of School Education,,,,,,7.34,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,SC,Male,,,,,,Iac Software Solutions,Srinagar,Six Weeks,News Fetcher,Android,580,635,605,540,485,531,48,23,Verizon Data,5.52,5.52,On Campus
330,Yes,B.E - CSE,University Institute of Engineering (UIE),71.2,2014,J&K State Board of School Education,75.6,75.6,Non - Medical,2016,J&K State Board of School Education,,,,,,7.34,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,SC,Male,,,,,,Iac Software Solutions,Srinagar,Six Weeks,News Fetcher,Android,580,635,605,540,485,531,48,23,Wipro,3.5,3.5,On Campus
331,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2012,CBSE,70,70,Non - Medical,2014,CBSE,,,,,,7.4,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,Ccna Couse In Networking,,,,,Chandigarh University,"Gharuan,mohali",45 Days,Railway Network System,Packet Tracer,640,785,445,720,525,438,20,24,Cognizant,3,3,On Campus
332,Yes,B.E - CSE,University Institute of Engineering (UIE),64.6,2013,CBSE,62,62,Non - Medical,2015,CBSE,,,,,,6.2,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,OBC,Male,Na,,,,,Cetpa Infotech Pvt Ltd,Roorkee,Six Weeks,Frame Relay (wan),"Ccna(cisco Packet Tracer), Java Hu",595,550,480,540,395,377,0,21,Capgemini,3.8,3.8,On Campus
333,Yes,B.E - CSE,University Institute of Engineering (UIE),64.6,2013,CBSE,62,62,Non - Medical,2015,CBSE,,,,,,6.2,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,OBC,Male,Na,,,,,Cetpa Infotech Pvt Ltd,Roorkee,Six Weeks,Frame Relay (wan),"Ccna(cisco Packet Tracer), Java Hu",595,550,480,540,395,377,0,21,NIIT technolgies,3.5,3.5,On Campus
334,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,75.6,75.6,Non - Medical,2016,CBSE,,,,,,5.77,6,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,,,,,,Ams Techhub,Mohali,45 Days,,,745,520,615,540,525,438,3,22,Zapbuild Technologies,3,3,On Campus
335,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2013,CBSE,58.2,58.2,Non - Medical,2016,CBSE,,,,,,7.75,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,SC,Male,Na,,"Ncc , Cadet",,,Infowiz Bathinda,Bathinda,Six Weeks,Network Security,"Python Browser , Weather Detection Using Java Script",630,620,595,540,435,469,0,22,Birlasoft India Ltd,3.25,3.25,On Campus
336,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,65.8,65.8,Non - Medical,2016,CBSE,,,,,,6.44,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,Banglore Computer Education,Bathinda,Six Weeks,5 Star Tailor,Java,665,560,545,540,435,438,0,22,EVRYÿIndiaÿPvt. Ltd,3.3,3.3,On Campus
337,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,65.8,65.8,Non - Medical,2016,CBSE,,,,,,6.44,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,Banglore Computer Education,Bathinda,Six Weeks,5 Star Tailor,Java,665,560,545,540,435,438,0,22,AVASO Techology Solutions,3,3,On Campus
338,Yes,B.E - CSE,University Institute of Engineering (UIE),68.4,2014,CBSE,57.6,57.6,Non - Medical,2016,CBSE,,,,,,6.05,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Chandigarh University,,45 Days,,,510,475,480,360,395,469,5,22,IntellykÿInc,2.4,2.4,On Campus
339,Yes,B.E - CSE,University Institute of Engineering (UIE),82.14,2014,Himachal Pradesh Board,70.6,70.6,Non - Medical,2016,Himachal Pradesh Board,,,,,,6.74,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,SC,Male,,,,,,Chandigarh University,Chandigarh University Kharar(mohali),Six Weeks,Lan Design For Office With Various Network Protocols,Cisco Packet Tracer,650,605,540,540,425,438,0,22,TechÿMahindraÿLtd,3.25,3.25,On Campus
340,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,71.6,71.6,Non - Medical,2016,CBSE,,,,,,7.51,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,,,,,,E-school,Bareilly,Other,,,570,560,530,540,545,438,0,21,Capgemini,3.8,3.8,On Campus
341,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,74.4,74.4,Non - Medical,2015,CBSE,,,,,,7.03,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,Na,Na,Na,Na,Na,Mywbut,Kolkata,Six Weeks,E-learning Website,"Html,css,node Js,mongo Db",535,635,505,540,545,562,48,22,Verizon Data,5.52,5.52,On Campus
342,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,74.4,74.4,Non - Medical,2015,CBSE,,,,,,7.03,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,Na,Na,Na,Na,Na,Mywbut,Kolkata,Six Weeks,E-learning Website,"Html,css,node Js,mongo Db",535,635,505,540,545,562,48,22,VizExperts,3.6,3.6,On Campus
343,Yes,B.E - CSE,University Institute of Engineering (UIE),80.2,2014,West Bengal Board of Secondary Education,61,61,Non - Medical,2016,West Bengal Board of Secondary Education,,,,,,6.22,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,"Java Intership, Cloud Computing",Aspervision,Intern,,1 Month,Aspervision,Kolkata,Six Weeks,Autoscalling Upgradation,Aws,665,665,640,540,545,500,5,23,Birlasoft India Ltd,3.25,3.25,On Campus
344,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,69.4,69.4,Non - Medical,2016,CBSE,,,,,,7.76,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Hpe Certification In Java,Na,Na,Na,Na,Techlive Solutions,Mohali 3b2,Six Weeks,Training And Placement System,Java,580,550,570,540,525,408,3,21,Capgemini,3.8,3.8,On Campus
345,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,68.3,68.3,Non - Medical,2016,CBSE,,,,,,7.78,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,Na,No,No,,,National Institute Of Electronics And Information Technology,Delhi,Six Weeks,Data Analysis Of Walmart,Big Data And Hadoop,570,560,630,540,495,531,5,21,Genpact,3,3,On Campus
346,Yes,B.E - CSE,University Institute of Engineering (UIE),72.2,2013,CBSE,55.55,55.55,Non - Medical,2016,Himachal Pradesh Board,,,,,,4.78,6,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,OBC,Male,Na,Na,,,,Aptech Institute,Dharmshala,Six Weeks,Online Banking System,Java,535,325,425,360,515,408,3,23,AICRA,4,6,On Campus
347,Yes,B.E - CSE,University Institute of Engineering (UIE),73.16,2014,ICSE,66.8,66.8,Non - Medical,2016,CBSE,,,,,,6.74,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,SC,Male,,Na,Na,Na,Na,Cisco Certified Networking,Chandigarh,Other,Connection Using Netwroking,Cisco Packet Tracer,640,635,530,540,475,377,3,22,IBM,4.25,4.65,On Campus
348,Yes,B.E - CSE,University Institute of Engineering (UIE),73.16,2014,ICSE,66.8,66.8,Non - Medical,2016,CBSE,,,,,,6.74,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,SC,Male,,Na,Na,Na,Na,Cisco Certified Networking,Chandigarh,Other,Connection Using Netwroking,Cisco Packet Tracer,640,635,530,540,475,377,3,22,Wipro,3.5,3.5,On Campus
349,Yes,B.E - CSE,University Institute of Engineering (UIE),67.6,2013,ICSE,72.4,72.4,Non - Medical,2015,Bihar School Examination Board,,,,,,6.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,SC,Male,,"Ccna, Networking,ates",Networking.,,,"A2it, Mohali",Mohali,45 Days,"Different System Configuration With Lan And Wan, Multibanking Syatem, Voicemail For Blind People","Networking, Java",525,605,495,540,485,346,18,24,Capgemini,3.8,3.8,On Campus
350,Yes,B.E - CSE,University Institute of Engineering (UIE),60.8,2014,CBSE,58.4,58.4,Non - Medical,2016,CBSE,,,,,,7.05,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Gujarat,General,Male,Android Developer,,,,,Wel Tech,Vadodara,45 Days,Quiz Buzz ,Android,535,725,510,540,625,438,14,22,T-Systems,3.5,3.5,On Campus
351,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2014,CBSE,63.8,63.8,Non - Medical,2016,Andhra Pradesh Board,,,,,,6.3,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Andhra Pradesh,OBC,Male,"Lucideus Certified Ethical Hacker,  Advanced Penetration Testing - Cybrary, Web Development - Udemy, Computer Hacking And Forensics - Cybrary",,,,,Lucideus Technologies,Delhi,2 Month,Research Work On Cyber Security And Web Application Penetration Testing ,Wapt Simulator,535,385,545,540,385,500,0,21,Deloitte ,6.6,6.6,On Campus
352,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,79,79,Non - Medical,2016,CBSE,,,,,,7.68,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Female,"Android ,ethical Hacking",Na,Na,Na,Na,Chandigarh University,Chandigarh,Six Weeks,India Tourism,Android,535,770,520,540,495,438,25,22,Zensar Technologies,3,4,On Campus
353,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,71.2,71.2,Non - Medical,2016,CBSE,,,,,,6.85,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Tcil-it,,45 Days,,,545,560,470,540,485,377,0,22,Capgemini,3.8,3.8,On Campus
354,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2013,CBSE,55.8,55.8,Non - Medical,2016,CBSE,,,,,,6.59,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Chandigarh University,Chandigarh,Six Weeks,India Tourism Android Application,Android Studio,595,840,540,540,425,469,0,22,VedantuÿInnovation Pvt. Ltd,4,4,On Campus
355,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,76.2,76.2,Non - Medical,2016,CBSE,,,,,,7.1,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,Tcil,"Sector 22 D , Chandigarh",Six Weeks,"Apna Punjab , Web Portal",Core Php,535,840,555,540,495,438,0,22,Capgemini,3.8,3.8,On Campus
356,Yes,B.E - CSE,University Institute of Engineering (UIE),84.6,2013,ICSE,76.4,76.4,Non - Medical,2015,CBSE,,,,,,7.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,"The Complete Networking Fundamentals Course(udemy), Cisco Ccna/icnd1 & Icnd2(udemy), Comptia A+(cybrary)",,,,,Mywbut,Kolkata,Six Weeks,Shopmallx- Shopping App,Android Studio,675,800,530,540,635,562,100,22,Capgemini,3.8,3.8,On Campus
357,Yes,B.E - CSE,University Institute of Engineering (UIE),84.6,2013,ICSE,76.4,76.4,Non - Medical,2015,CBSE,,,,,,7.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,"The Complete Networking Fundamentals Course(udemy), Cisco Ccna/icnd1 & Icnd2(udemy), Comptia A+(cybrary)",,,,,Mywbut,Kolkata,Six Weeks,Shopmallx- Shopping App,Android Studio,675,800,530,540,635,562,100,22,Wipro,3.5,3.5,On Campus
358,Yes,B.E - CSE,University Institute of Engineering (UIE),72.4,2014,Bihar School Examination Board,68.2,68.2,Other,2016,Bihar School Examination Board,,,,,,7.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Male,"Android, Techgig Virtual",No,No,No,No,Mywbut,Kolkata,Six Weeks,,,430,490,425,360,405,315,3,22,Capgemini,3.8,3.8,On Campus
359,Yes,B.E - CSE,University Institute of Engineering (UIE),81.33,2012,UP Board,78.2,78.2,Non - Medical,2014,UP Board,,,,,,7.16,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,E.soft Connect Pvt ,,Six Weeks,,,510,575,510,360,485,500,5,22,FiservÿIndiaÿPvt. Ltd,2.94,4,On Campus
360,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,87.4,87.4,Non - Medical,2016,CBSE,,,,,,6.59,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Female,Na,Na,Na,Na,Na,Chandigarh University,Chandigarh,Six Weeks,India Tourism,Android,630,590,530,540,495,469,0,21,Cognizant,3,3,On Campus
361,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2013,CBSE,66.2,66.2,Non - Medical,2015,CBSE,,,,,,5.75,2,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,,,,,,Ams Techub,Mohali,Six Weeks,File Compression And Decompression,Java,630,535,595,540,575,500,11,22,Capgemini,3.8,3.8,On Campus
362,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2013,CBSE,66.2,66.2,Non - Medical,2015,CBSE,,,,,,5.75,2,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,,,,,,Ams Techub,Mohali,Six Weeks,File Compression And Decompression,Java,630,535,595,540,575,500,11,22,Cognizant,3,3,On Campus
363,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2013,CBSE,66.2,66.2,Non - Medical,2015,CBSE,,,,,,5.75,2,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,,,,,,Ams Techub,Mohali,Six Weeks,File Compression And Decompression,Java,630,535,595,540,575,500,11,22,Wipro,3.5,3.5,On Campus
364,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,68.6,68.6,Non - Medical,2016,CBSE,,,,,,5.26,4,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Chandigarh University,Gharauua,45 Days,Online Genrating Medical Report,Advance Java,570,400,460,540,315,377,15,22,Cognizant,3,3,On Campus
365,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,68.6,68.6,Non - Medical,2016,CBSE,,,,,,5.26,4,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Chandigarh University,Gharauua,45 Days,Online Genrating Medical Report,Advance Java,570,400,460,540,315,377,15,22,ÿDiverseÿLynxÿIndia,2.7,2.7,On Campus
366,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,68.6,68.6,Non - Medical,2016,CBSE,,,,,,5.26,4,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Chandigarh University,Gharauua,45 Days,Online Genrating Medical Report,Advance Java,570,400,460,540,315,377,15,22,Cognizant Technology Solution,4,4,On Campus
367,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,68.6,68.6,Non - Medical,2016,CBSE,,,,,,7.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,"Excellence Technology, Chandigarh",Chandigarh,Six Weeks,Music Academy Webapp,Html And Php,650,650,675,540,515,562,15,21,Cognizant,3,3,On Campus
368,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,68.6,68.6,Non - Medical,2016,CBSE,,,,,,7.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,"Excellence Technology, Chandigarh",Chandigarh,Six Weeks,Music Academy Webapp,Html And Php,650,650,675,540,515,562,15,21,Mu Sigma,5.5,7.25,On Campus
369,Yes,B.E - CSE,University Institute of Engineering (UIE),60.8,2014,CBSE,66.6,66.6,Non - Medical,2016,Himachal Pradesh Board,,,,,,6.48,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,SC,Male,Networking,,,,,Ams Techub,Mohali,45 Days,Campus Security System,Networking,525,475,350,540,375,377,0,22,Verzeo Edutech Pvt Ltd,3,6,On Campus
370,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2013,CBSE,69,69,Non - Medical,2015,Bihar School Examination Board,,,,,,6.43,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Male,Na,,,,,Na,,,,,605,575,565,540,375,408,0,22,Birlasoft India Ltd,3.25,3.25,On Campus
371,Yes,B.E - CSE,University Institute of Engineering (UIE),61.8,2013,ICSE,55.75,55.75,Medical,2015,ICSE,,,,,,4.56,9,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,General,Male,Machine Learning,,,,,It Fosters,Noida,Six Weeks,Hospital Management,"Sql,java",570,370,460,540,425,469,3,24,ProgramicÿAsiaÿLtd,2.4,3,On Campus
372,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2014,CBSE,75.2,75.2,Non - Medical,2016,CBSE,,,,,,7.62,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,Certification In Ethical Hacking ,,,,,Lucideus ,New Delhi,Six Weeks,E-learning Platform Of Cyber Security And Ethical Hacking,"Html,css,jsp ",560,550,530,540,425,500,12,21,Zensar Technologies,3,4,On Campus
373,Yes,B.E - CSE,University Institute of Engineering (UIE),82.8,2014,ICSE,68.6,68.6,Non - Medical,2016,ICSE,,,,,,6.25,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Web Designing,,,,,Excellence Technology,,,,,665,460,555,720,535,438,5,22,NIIT technolgies,3.5,3.5,On Campus
374,Yes,B.E - CSE,University Institute of Engineering (UIE),82.8,2014,ICSE,68.6,68.6,Non - Medical,2016,ICSE,,,,,,6.25,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Web Designing,,,,,Excellence Technology,,,,,665,460,555,720,535,438,5,22,SalesProÿConsultingÿPvt.ÿLtd,2.4,2.4,On Campus
375,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,58.6,58.6,Non - Medical,2016,CBSE,,,,,,6.32,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Female,"C Language, Java Language",,,,,"Infowiz, Chandigarh",Chandigarh,45 Days,,,650,400,505,540,405,438,0,22,IntellykÿInc,2.4,2.4,On Campus
376,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,58.6,58.6,Non - Medical,2016,CBSE,,,,,,6.32,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Female,"C Language, Java Language",,,,,"Infowiz, Chandigarh",Chandigarh,45 Days,,,650,400,505,540,405,438,0,22,ÿDiverseÿLynxÿIndia,2.7,2.7,On Campus
377,Yes,B.E - CSE,University Institute of Engineering (UIE),84.17,2013,Rajasthan board of secondary education,78.2,78.2,Non - Medical,2015,Rajasthan board of secondary education,,,,,,6.41,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,,,,,,Web Development With Php At Cec Institute,Bikaner,Six Weeks,Perfect Partner Matrimonial Website,Html Css Javascript Php Sql,755,755,570,540,505,438,29,22,Wipro,3.5,3.5,On Campus
378,Yes,B.E - CSE,University Institute of Engineering (UIE),85,2012,Himachal Pradesh Board,77.2,77.2,Non - Medical,2014,Himachal Pradesh Board,,,,,,7.29,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Data Science With Python,,,,,Tcil-it ,Chandigarh,Six Weeks,Diabetes Prediction,Jupiter,475,310,395,540,375,531,19,23,VedantuÿInnovation Pvt. Ltd,4,4,On Campus
379,Yes,B.E - CSE,University Institute of Engineering (UIE),74.1,2013,CBSE,65.8,65.8,Non - Medical,2016,CBSE,,,,,,7.41,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,,,,,,Cyberops Infosec Llp,Chandigarh,Six Weeks,,,560,710,590,540,615,500,48,23,IBM,4.25,4.65,On Campus
